Date,Rain (mm),Max Temp (C),Min Temp (C),Mean Wind Speed (kt),Max 10-min Wind (kt),Wind Dir @ Max Wind (deg),Max Gust (kt),Evaporation (mm),Soil Moisture Deficit - Moderate (mm),Mean Pressure (hPa)
23-02-2011,3.8,12.9,9.4,9.8,22,240.0,30,,,1005.5
24-02-2011,0.0,14.2,7.3,9.5,16,230.0,24,,,1009.9
25-02-2011,9.0,12.2,7.0,10.7,18,230.0,28,,,1009.6
26-02-2011,2.0,9.7,2.7,6.6,14,270.0,23,,,1013.0
27-02-2011,0.7,10.4,-0.8,7.7,15,310.0,21,,,1022.4
28-02-2011,0.0,9.8,-3.6,2.1,5,280.0,9,,,1030.3
01-03-2011,0.1,11.4,2.8,3.4,7,190.0,12,,,1033.6
02-03-2011,0.0,9.8,-2.3,3.1,6,170.0,9,,,1032.5
03-03-2011,0.0,12.3,-0.6,2.9,5,90.0,7,,,1032.5
04-03-2011,0.0,11.6,-1.6,3.6,7,70.0,9,,,1029.0
05-03-2011,0.0,11.5,5.6,4.0,7,70.0,12,,,1026.6
06-03-2011,0.0,7.5,-0.4,3.4,8,160.0,12,,,1025.2
07-03-2011,0.2,10.5,-0.7,4.1,9,180.0,13,,,1021.8
08-03-2011,0.6,9.9,1.2,9.7,20,230.0,28,,,1013.5
09-03-2011,1.9,10.3,4.2,14.5,23,230.0,36,,,1007.7
10-03-2011,1.9,9.5,2.8,13.7,23,250.0,35,,,1005.1
11-03-2011,16.8,5.4,0.3,5.3,15,240.0,22,,,1002.1
12-03-2011,6.0,7.7,-3.6,6.0,11,290.0,15,,,994.0
13-03-2011,1.2,7.2,-4.3,8.8,19,300.0,26,,,999.4
14-03-2011,0.5,7.1,-0.7,4.9,11,0.0,19,,,1008.6
15-03-2011,0.0,10.3,-4.8,2.7,8,310.0,12,,,1011.9
16-03-2011,0.0,10.6,-4.0,4.8,11,250.0,17,,,1010.3
17-03-2011,1.0,9.1,-0.6,4.2,11,290.0,15,,,1011.8
18-03-2011,0.0,10.3,-3.0,5.2,17,240.0,25,,,1020.2
19-03-2011,4.9,10.2,-1.5,6.5,14,180.0,21,,,1022.6
20-03-2011,1.9,12.2,8.0,8.6,14,250.0,21,,,1022.0
21-03-2011,0.0,13.4,7.7,6.8,15,230.0,22,,,1027.9
22-03-2011,0.1,15.8,4.9,3.5,7,240.0,11,,,1032.8
23-03-2011,0.0,16.1,3.4,3.8,8,110.0,12,,,1033.8
24-03-2011,0.0,16.3,1.8,4.7,8,90.0,12,,,1027.8
25-03-2011,0.0,14.1,2.1,6.4,12,60.0,20,,,1018.2
26-03-2011,0.0,10.8,-0.7,3.9,9,50.0,13,,,1011.9
27-03-2011,0.0,12.7,0.2,3.9,9,60.0,14,,,1011.0
28-03-2011,0.0,13.4,1.8,4.4,9,90.0,14,,,1009.2
29-03-2011,0.0,12.7,7.6,4.4,9,150.0,15,,,1003.6
30-03-2011,3.1,13.1,7.6,10.2,21,230.0,28,,,996.2
31-03-2011,4.0,14.4,9.1,14.7,34,230.0,52,,,994.6
01-04-2011,8.4,15.0,7.7,14.4,22,190.0,34,,,995.7
02-04-2011,4.9,13.2,4.8,8.5,18,230.0,26,,,998.5
03-04-2011,2.1,10.8,4.2,8.5,17,230.0,24,,,1006.0
04-04-2011,17.2,13.7,5.7,14.2,22,230.0,34,,,1004.2
05-04-2011,13.0,14.5,12.0,13.4,19,210.0,31,,,1005.6
06-04-2011,0.8,15.7,10.6,9.7,17,250.0,24,,,1014.7
07-04-2011,0.5,15.4,4.1,5.6,12,240.0,18,,,1023.0
08-04-2011,0.1,19.6,2.8,4.5,9,90.0,13,,,1022.1
09-04-2011,0.0,18.2,7.5,6.4,11,120.0,16,,,1016.0
10-04-2011,0.2,14.7,7.8,5.9,13,250.0,20,,,1018.0
11-04-2011,6.5,12.4,3.8,9.9,21,310.0,33,,,1021.3
12-04-2011,3.4,12.0,2.9,8.6,16,220.0,23,,,1022.0
13-04-2011,5.5,14.2,6.4,7.9,15,170.0,25,,,1011.2
14-04-2011,0.1,14.3,7.1,4.4,9,240.0,13,,,1011.5
15-04-2011,0.2,14.5,2.6,5.7,13,220.0,18,,,1014.3
16-04-2011,1.0,13.2,3.1,4.3,9,240.0,13,,,1018.0
17-04-2011,0.0,16.6,2.0,3.3,8,110.0,12,,,1018.5
18-04-2011,0.0,17.9,3.3,4.9,10,200.0,16,,,1011.3
19-04-2011,0.0,18.9,4.4,5.0,8,30.0,13,,,1009.3
20-04-2011,1.8,18.1,6.0,3.5,8,300.0,10,,,1011.0
21-04-2011,0.1,21.8,9.9,5.2,10,100.0,15,,,1006.1
22-04-2011,0.1,17.9,9.0,7.8,14,180.0,21,,,1001.2
23-04-2011,0.0,13.1,5.2,6.0,11,240.0,18,,,1009.6
24-04-2011,0.6,14.9,6.3,6.0,11,250.0,16,,,1017.8
25-04-2011,0.2,14.7,6.4,5.7,10,0.0,15,,,1024.0
26-04-2011,0.0,16.1,7.4,5.4,10,100.0,14,,,1023.4
27-04-2011,0.2,18.9,9.1,3.2,7,240.0,9,,,1021.5
28-04-2011,0.0,18.9,7.8,5.1,10,40.0,16,,,1017.1
29-04-2011,0.0,19.0,3.7,8.0,13,60.0,20,,,1011.4
30-04-2011,0.0,18.2,7.9,10.6,17,80.0,25,,,1007.3
01-05-2011,0.0,17.8,7.5,10.8,18,70.0,27,,,1005.6
02-05-2011,0.0,18.2,7.5,11.7,17,90.0,25,,,1006.4
03-05-2011,1.6,13.5,6.6,10.8,15,100.0,23,,,1009.0
04-05-2011,1.4,13.6,6.6,10.2,15,120.0,25,,,1007.5
05-05-2011,4.1,17.2,10.6,8.5,14,140.0,25,,,1003.1
06-05-2011,1.6,16.9,9.4,9.0,15,150.0,28,,,1000.4
07-05-2011,4.7,18.3,8.9,9.6,17,110.0,28,,,996.3
08-05-2011,7.4,16.1,8.6,12.1,20,150.0,33,,,995.2
09-05-2011,5.4,15.5,10.6,11.8,18,180.0,29,,,1001.0
10-05-2011,2.7,14.5,9.4,12.4,18,230.0,27,,,1009.2
11-05-2011,4.9,12.6,8.6,11.4,20,230.0,31,,,1014.3
12-05-2011,1.7,14.0,8.1,10.7,17,240.0,25,,,1014.8
13-05-2011,8.4,12.5,6.7,7.9,18,250.0,27,,,1014.4
14-05-2011,0.2,14.0,8.1,9.8,19,290.0,28,,,1020.0
15-05-2011,0.9,12.1,9.3,10.7,14,240.0,29,,,1022.2
16-05-2011,0.5,13.1,11.0,13.9,21,230.0,31,,,1018.1
17-05-2011,2.3,15.4,10.4,11.1,16,230.0,25,,,1011.5
18-05-2011,0.5,13.5,5.9,10.8,18,240.0,29,,,1009.8
19-05-2011,5.0,12.7,4.1,7.9,15,220.0,24,,,1011.0
20-05-2011,2.9,12.7,7.5,10.8,18,230.0,28,,,1009.4
21-05-2011,18.6,13.9,7.7,11.3,18,220.0,32,,,1002.9
22-05-2011,5.8,13.8,7.3,13.4,19,260.0,34,,,1003.0
23-05-2011,14.0,12.5,7.3,18.7,32,240.0,47,,,1005.9
24-05-2011,0.6,14.9,7.0,9.9,20,240.0,29,,,1018.0
25-05-2011,3.3,14.0,9.6,11.9,18,200.0,33,,,1007.6
26-05-2011,4.7,12.9,5.0,14.7,22,310.0,33,,,1008.2
27-05-2011,3.1,11.5,5.3,10.5,17,210.0,27,,,1013.0
28-05-2011,0.6,13.5,9.2,11.4,18,240.0,27,,,1003.9
29-05-2011,1.7,14.3,7.8,12.1,20,230.0,29,,,1001.9
30-05-2011,5.0,12.6,4.9,7.8,17,240.0,25,,,1007.2
31-05-2011,0.8,13.6,6.4,10.2,15,220.0,24,,,1014.6
01-06-2011,0.6,14.6,11.3,12.0,18,240.0,27,,,1022.9
02-06-2011,0.1,21.0,11.6,3.6,8,240.0,11,,,1029.4
03-06-2011,0.0,24.1,8.3,5.1,13,330.0,21,,,1028.9
04-06-2011,0.0,16.9,8.9,8.2,12,330.0,18,,,1023.1
05-06-2011,0.2,15.1,4.3,8.1,15,310.0,23,,,1012.8
06-06-2011,2.6,12.7,2.6,6.1,12,240.0,18,,,1001.5
07-06-2011,2.0,15.9,6.6,8.1,16,270.0,31,,,992.6
08-06-2011,4.8,14.3,5.6,12.2,20,300.0,29,,,1000.5
09-06-2011,11.6,11.6,4.6,5.9,14,280.0,20,,,1007.8
10-06-2011,2.1,13.4,3.5,5.4,13,240.0,19,,,1009.8
11-06-2011,0.0,15.1,2.7,3.8,8,220.0,14,,,1010.3
12-06-2011,12.2,11.4,5.9,8.6,17,60.0,27,,,1001.9
13-06-2011,0.1,17.3,6.6,7.5,14,250.0,20,,,1006.0
14-06-2011,2.3,18.4,4.9,7.8,14,150.0,23,,,1007.7
15-06-2011,1.6,16.0,8.6,9.6,14,230.0,22,,,1003.4
16-06-2011,2.6,14.9,7.6,9.3,17,240.0,30,,,1000.4
17-06-2011,15.0,15.4,9.4,7.3,14,250.0,23,,,993.9
18-06-2011,9.0,15.8,9.2,9.1,18,300.0,27,,,997.6
19-06-2011,0.0,16.3,6.8,5.9,11,240.0,17,,,1006.1
20-06-2011,1.4,17.3,5.5,6.3,12,100.0,18,,,1003.5
21-06-2011,19.4,16.2,10.7,5.3,12,210.0,18,,,998.1
22-06-2011,0.9,18.2,9.1,8.5,16,290.0,24,,,1004.1
23-06-2011,0.5,15.6,7.3,6.7,13,250.0,20,,,1012.8
24-06-2011,27.0,14.6,6.4,7.0,14,210.0,25,,,1010.6
25-06-2011,8.7,15.9,14.1,10.7,16,220.0,25,,,1009.3
26-06-2011,0.0,19.9,10.2,7.7,14,240.0,22,,,1010.6
27-06-2011,0.0,16.1,6.7,4.9,13,260.0,18,,,1012.3
28-06-2011,0.0,15.8,4.9,6.8,14,240.0,21,,,1015.2
29-06-2011,10.5,15.3,8.2,6.1,14,280.0,20,,,1019.4
30-06-2011,0.0,17.1,10.2,6.8,14,240.0,19,,,1023.2
01-07-2011,0.0,17.9,9.4,3.8,8,230.0,12,,,1021.3
02-07-2011,0.0,18.9,8.1,5.2,12,240.0,19,,,1015.3
03-07-2011,0.0,19.1,8.5,4.1,9,240.0,13,,,1011.8
04-07-2011,0.1,20.7,11.6,6.6,13,150.0,25,,,1005.4
05-07-2011,0.9,17.4,8.6,8.8,16,240.0,24,,,998.4
06-07-2011,5.7,14.3,6.2,7.4,14,90.0,24,,,993.6
07-07-2011,24.6,14.7,11.1,6.8,12,210.0,18,,,989.5
08-07-2011,7.0,16.8,10.6,6.3,11,290.0,15,,,994.9
09-07-2011,0.3,17.6,9.2,4.5,11,220.0,15,,,1006.6
10-07-2011,0.0,17.9,8.6,4.0,10,240.0,17,,,1014.3
11-07-2011,0.0,18.8,11.0,3.5,7,10.0,13,,,1017.3
12-07-2011,0.0,20.1,10.3,3.6,6,80.0,10,,,1016.8
13-07-2011,0.0,21.1,10.7,5.1,10,240.0,14,,,1016.6
14-07-2011,0.2,18.2,10.2,5.1,10,250.0,15,,,1015.3
15-07-2011,1.4,16.4,12.4,7.3,13,230.0,21,,,1005.8
16-07-2011,2.4,16.8,11.5,12.0,18,300.0,27,,,993.6
17-07-2011,1.7,13.9,12.1,14.6,21,300.0,36,,,993.3
18-07-2011,1.4,14.6,11.4,11.9,17,300.0,25,,,997.3
19-07-2011,0.0,18.0,11.3,8.7,14,300.0,26,,,1003.1
20-07-2011,0.0,17.0,10.9,6.3,13,330.0,18,,,1007.9
21-07-2011,0.0,16.1,8.4,6.4,11,330.0,16,,,1014.5
22-07-2011,0.0,18.0,5.4,4.8,11,330.0,14,,,1015.8
23-07-2011,0.1,18.2,9.0,3.1,7,230.0,10,,,1012.5
24-07-2011,1.4,21.5,13.8,3.8,7,240.0,11,,,1008.5
25-07-2011,1.1,20.1,13.6,6.0,12,310.0,18,,,1008.6
26-07-2011,0.2,19.8,9.4,4.8,8,320.0,13,,,1013.5
27-07-2011,3.3,16.7,8.9,3.7,9,330.0,15,,,1017.9
28-07-2011,0.5,16.9,12.3,7.6,12,0.0,19,,,1022.0
29-07-2011,0.0,17.7,11.6,3.5,6,340.0,11,,,1020.5
30-07-2011,1.2,17.4,13.1,5.4,12,190.0,21,,,1011.8
31-07-2011,1.8,17.8,13.4,7.7,14,240.0,21,,,1005.5
01-08-2011,0.0,18.4,12.0,3.5,8,240.0,11,,,1006.7
02-08-2011,0.0,17.6,9.8,3.9,10,220.0,13,,,1009.2
03-08-2011,0.2,17.6,9.8,5.7,11,110.0,19,,,1006.0
04-08-2011,1.8,19.9,9.9,7.1,18,290.0,25,,,1004.5
05-08-2011,0.7,16.2,9.7,4.7,10,240.0,16,,,1006.0
06-08-2011,2.9,17.7,10.1,4.6,11,210.0,17,,,999.5
07-08-2011,3.3,17.5,7.5,3.8,10,320.0,15,,,997.5
08-08-2011,3.1,17.3,9.9,8.5,16,320.0,22,,,1009.6
09-08-2011,0.0,16.6,9.5,6.0,11,210.0,16,,,1020.2
10-08-2011,38.2,16.8,12.4,13.4,19,220.0,32,,,1010.2
11-08-2011,3.2,16.9,14.3,9.5,15,240.0,26,,,1003.5
12-08-2011,5.8,18.5,13.4,8.0,14,240.0,22,,,1001.0
13-08-2011,1.2,17.3,12.4,9.5,16,250.0,23,,,997.7
14-08-2011,1.7,16.7,11.3,9.1,17,240.0,27,,,1003.1
15-08-2011,8.6,14.9,8.7,5.3,13,140.0,25,,,1005.8
16-08-2011,0.2,18.2,7.1,7.6,16,310.0,24,,,1008.1
17-08-2011,0.0,16.9,4.5,2.5,7,300.0,10,,,1013.8
18-08-2011,0.0,17.8,8.5,3.6,9,230.0,14,,,1013.2
19-08-2011,4.5,15.7,7.9,8.5,18,190.0,26,,,1008.9
20-08-2011,0.4,17.9,10.1,6.1,10,190.0,14,,,1006.5
21-08-2011,1.5,19.0,11.7,5.8,11,250.0,16,,,1009.4
22-08-2011,0.0,17.7,11.4,1.7,4,210.0,6,,,1014.4
23-08-2011,4.1,18.4,11.1,4.1,9,230.0,13,,,1008.5
24-08-2011,6.1,15.2,7.4,4.9,13,210.0,19,,,1001.6
25-08-2011,3.7,17.6,8.7,6.7,12,100.0,17,,,998.4
26-08-2011,0.4,17.1,6.7,7.1,16,320.0,23,,,1004.4
27-08-2011,3.0,16.6,10.0,7.7,15,290.0,21,,,1010.6
28-08-2011,0.1,17.1,7.6,6.9,15,320.0,21,,,1014.6
29-08-2011,0.0,14.9,5.6,4.7,11,290.0,17,,,1017.0
30-08-2011,0.0,15.0,9.9,1.8,4,180.0,7,,,1014.0
31-08-2011,0.0,16.7,11.1,4.6,10,80.0,15,,,1010.6
01-09-2011,0.3,17.8,8.6,6.1,11,190.0,19,,,1005.2
02-09-2011,15.2,16.5,12.3,7.0,13,210.0,20,,,999.3
03-09-2011,0.6,16.1,8.7,7.2,13,240.0,20,,,997.5
04-09-2011,5.1,16.0,8.4,8.5,16,180.0,27,,,995.3
05-09-2011,22.7,15.7,8.2,10.2,19,210.0,30,,,997.4
06-09-2011,2.1,15.5,12.1,15.1,22,240.0,37,,,996.9
07-09-2011,6.3,14.0,11.1,9.3,17,260.0,30,,,1003.0
08-09-2011,5.3,16.4,11.9,5.5,12,240.0,19,,,999.5
09-09-2011,1.3,20.3,15.2,10.2,15,230.0,26,,,993.9
10-09-2011,4.7,18.7,11.6,13.0,20,190.0,36,,,985.8
11-09-2011,15.6,16.8,11.0,13.8,21,220.0,34,,,985.9
12-09-2011,0.9,16.8,12.3,21.5,29,230.0,50,,,989.7
13-09-2011,0.4,14.7,9.9,13.3,23,240.0,35,,,1005.0
14-09-2011,0.0,14.8,7.9,6.4,14,230.0,20,,,1012.6
15-09-2011,0.2,16.9,6.7,6.2,11,140.0,17,,,1010.8
16-09-2011,14.5,15.8,10.4,9.8,19,220.0,30,,,1002.3
17-09-2011,7.7,14.9,9.6,8.8,15,270.0,23,,,998.7
18-09-2011,2.1,15.7,11.1,9.7,15,300.0,22,,,1004.2
19-09-2011,10.2,15.1,10.6,9.1,15,230.0,23,,,1004.3
20-09-2011,0.7,14.4,8.3,8.5,18,230.0,26,,,1007.9
21-09-2011,3.8,14.7,9.4,12.6,21,240.0,34,,,1006.6
22-09-2011,0.0,15.1,8.7,8.3,16,220.0,24,,,1011.2
23-09-2011,0.9,16.8,11.6,10.0,16,180.0,23,,,1004.7
24-09-2011,0.1,17.1,9.3,7.5,13,220.0,19,,,1001.8
25-09-2011,2.2,17.0,7.9,11.0,20,220.0,30,,,1001.8
26-09-2011,1.5,15.1,7.5,5.7,11,180.0,17,,,1010.2
27-09-2011,0.0,21.0,13.4,10.6,15,180.0,23,,,1014.9
28-09-2011,0.7,21.1,15.0,10.4,16,170.0,26,,,1010.5
29-09-2011,0.4,19.2,13.7,8.2,15,180.0,29,,,1009.7
30-09-2011,13.3,18.0,9.4,5.9,14,150.0,24,,,1011.2
01-10-2011,5.4,13.6,8.3,4.3,9,310.0,13,,,1017.5
02-10-2011,4.8,15.1,12.3,4.3,11,220.0,16,,,1015.5
03-10-2011,2.6,15.8,10.2,9.6,19,230.0,31,,,
04-10-2011,3.8,14.8,10.9,10.8,17,220.0,26,,,1009.8
05-10-2011,6.2,15.9,8.2,15.8,23,220.0,37,,,1004.0
06-10-2011,2.0,12.7,6.9,13.4,24,270.0,40,,,1009.8
07-10-2011,0.0,14.4,8.6,8.4,15,280.0,22,,,1019.2
08-10-2011,1.4,14.6,11.1,10.5,16,240.0,24,,,1018.2
09-10-2011,8.4,14.8,14.0,16.9,21,230.0,33,,,1010.9
10-10-2011,12.5,15.2,14.1,18.7,23,230.0,38,,,1007.4
11-10-2011,7.2,14.6,14.0,13.2,21,240.0,31,,,1011.3
12-10-2011,3.2,15.2,11.5,6.0,12,230.0,18,,,1016.2
13-10-2011,0.1,16.1,10.3,3.2,6,140.0,8,,,1020.9
14-10-2011,0.0,15.9,13.2,8.0,13,190.0,18,,,1017.5
15-10-2011,7.5,14.6,6.6,5.7,9,170.0,15,,,
16-10-2011,4.3,13.5,7.6,8.4,17,220.0,31,,,
17-10-2011,8.2,12.5,5.6,11.6,25,210.0,43,,,
18-10-2011,1.4,12.1,3.9,9.1,16,260.0,29,,,1008.1
19-10-2011,0.3,11.1,2.8,6.7,15,310.0,21,,,1018.2
20-10-2011,6.3,12.1,2.5,7.2,12,200.0,19,,,1018.4
21-10-2011,0.4,13.3,11.0,10.6,14,180.0,23,,,1007.7
22-10-2011,7.2,12.7,7.8,7.9,17,160.0,31,,,997.7
23-10-2011,15.3,15.1,7.9,8.0,14,140.0,25,,,983.0
24-10-2011,10.7,14.9,8.0,6.0,14,180.0,27,,,977.3
25-10-2011,2.5,12.0,4.1,2.3,7,160.0,11,,,985.9
26-10-2011,1.4,11.5,2.9,7.4,15,180.0,25,,,991.5
27-10-2011,1.4,12.5,4.7,4.8,11,280.0,15,,,1002.2
28-10-2011,3.1,12.6,5.4,9.0,15,180.0,27,,,1009.3
29-10-2011,10.1,14.9,11.9,12.3,18,220.0,28,,,1002.4
30-10-2011,2.3,16.9,10.5,8.4,12,190.0,21,,,1001.7
31-10-2011,9.2,15.6,7.3,8.9,17,160.0,32,,,995.7
01-11-2011,1.3,13.3,5.1,9.1,21,140.0,33,,,993.8
02-11-2011,3.6,14.3,12.8,13.5,22,150.0,36,,,982.0
03-11-2011,6.5,15.7,8.0,7.0,13,160.0,21,,,977.5
04-11-2011,3.9,12.2,3.4,4.3,13,230.0,19,,,989.8
05-11-2011,0.2,11.6,0.4,2.4,7,240.0,10,,,1008.4
06-11-2011,0.0,13.1,0.1,3.3,7,180.0,11,,,1020.1
07-11-2011,0.0,10.8,0.8,5.0,9,110.0,15,,,1016.1
08-11-2011,0.0,10.7,6.7,7.0,13,100.0,17,,,1004.7
09-11-2011,0.6,14.0,8.8,8.2,13,170.0,22,,,999.4
10-11-2011,0.0,14.7,9.1,9.1,14,140.0,22,,,1003.8
11-11-2011,3.5,15.1,10.5,15.0,19,140.0,33,,,997.0
12-11-2011,0.5,12.6,6.4,7.5,18,170.0,27,,,1008.1
13-11-2011,0.0,16.6,11.1,11.9,17,100.0,27,,,1013.5
14-11-2011,0.0,14.3,9.2,8.4,14,100.0,20,,,1012.9
15-11-2011,0.0,12.3,6.4,7.4,15,100.0,21,,,1009.6
16-11-2011,1.4,14.1,6.3,6.4,12,180.0,22,,,1005.9
17-11-2011,13.2,13.8,5.2,11.5,23,160.0,37,,,999.6
18-11-2011,5.5,13.6,11.2,9.6,13,170.0,21,,,998.1
19-11-2011,3.9,15.0,4.7,3.1,9,110.0,16,,,1004.4
20-11-2011,0.7,13.1,4.9,4.9,11,170.0,17,,,1007.0
21-11-2011,3.7,10.8,2.2,3.5,9,310.0,13,,,1007.8
22-11-2011,0.0,10.9,-0.9,5.9,11,190.0,17,,,1013.5
23-11-2011,11.2,13.2,10.0,11.8,17,220.0,26,,,1013.0
24-11-2011,15.0,12.9,6.5,12.1,23,190.0,35,,,1009.2
25-11-2011,5.2,9.7,4.4,11.4,25,240.0,38,,,1014.7
26-11-2011,6.5,13.9,8.6,18.7,27,220.0,44,,,1008.3
27-11-2011,1.4,12.2,5.9,9.4,25,240.0,39,,,1010.4
28-11-2011,17.2,13.0,7.2,11.7,17,180.0,29,,,1003.8
29-11-2011,34.8,12.5,3.4,11.1,23,240.0,36,,,994.5
30-11-2011,13.1,9.9,4.6,12.7,20,190.0,35,,,996.7
01-12-2011,0.6,7.5,-0.3,4.5,10,260.0,17,,,1000.1
02-12-2011,9.1,10.9,-1.0,9.6,18,230.0,29,,,1001.7
03-12-2011,0.0,9.7,5.1,10.2,15,260.0,24,,,998.2
04-12-2011,6.1,6.6,0.6,7.8,21,270.0,33,,,998.3
05-12-2011,6.4,5.8,1.2,8.3,18,270.0,32,,,1001.7
06-12-2011,4.0,8.5,1.2,8.9,20,260.0,34,,,1000.0
07-12-2011,1.6,7.4,2.9,10.3,23,260.0,39,,,1004.3
08-12-2011,7.5,11.4,2.1,16.4,30,220.0,47,,,998.7
09-12-2011,0.2,6.1,-0.8,6.3,15,270.0,27,,,1006.8
10-12-2011,4.6,7.9,-1.9,6.2,13,200.0,22,,,1005.4
11-12-2011,9.2,7.1,1.9,5.5,14,290.0,23,,,997.1
12-12-2011,14.6,8.9,2.5,10.7,20,240.0,38,,,984.6
13-12-2011,3.6,6.6,1.9,19.5,29,240.0,51,,,975.3
14-12-2011,3.6,5.5,-0.5,8.0,19,230.0,28,,,982.4
15-12-2011,5.6,6.5,-3.7,6.5,16,250.0,27,,,989.5
16-12-2011,2.7,5.9,-3.3,7.2,17,300.0,27,,,994.7
17-12-2011,0.5,6.5,-1.8,6.2,15,260.0,23,,,1010.6
18-12-2011,0.1,6.3,-1.7,3.9,7,240.0,10,,,1014.7
19-12-2011,11.0,10.8,4.0,8.1,14,270.0,22,,,1008.6
20-12-2011,6.7,11.4,4.8,7.0,16,240.0,25,,,1011.0
21-12-2011,0.6,11.7,9.1,10.9,16,230.0,24,,,1014.3
22-12-2011,6.5,13.5,9.8,11.8,17,240.0,26,,,1012.9
23-12-2011,3.1,10.2,2.5,7.7,21,310.0,31,,,1015.2
24-12-2011,8.8,10.6,5.4,14.7,20,230.0,30,,,1018.2
25-12-2011,2.8,13.4,10.2,17.6,25,220.0,37,,,1014.9
26-12-2011,2.1,13.5,8.3,15.5,20,210.0,35,,,1019.1
27-12-2011,11.9,10.6,6.8,9.7,20,180.0,29,,,1014.2
28-12-2011,2.7,8.8,3.8,14.4,22,240.0,44,,,1014.2
29-12-2011,6.2,9.9,6.3,12.6,20,250.0,37,,,1018.2
30-12-2011,8.1,12.0,7.8,11.8,22,240.0,31,,,1010.6
31-12-2011,9.8,12.3,7.4,13.5,19,220.0,30,,,999.0
01-01-2012,5.4,9.5,1.0,11.8,22,220.0,40,,,991.9
02-01-2012,14.1,7.9,1.1,10.9,23,180.0,37,,,989.4
03-01-2012,6.1,12.6,2.9,17.7,32,220.0,48,,,992.8
04-01-2012,11.4,10.5,4.8,17.8,26,240.0,42,,,1005.9
05-01-2012,1.9,10.6,4.1,12.2,24,270.0,37,,,1010.0
06-01-2012,2.7,10.8,4.3,10.3,19,240.0,30,,,1018.8
07-01-2012,0.0,9.3,6.9,7.6,13,270.0,19,,,1019.9
08-01-2012,1.1,11.2,8.0,10.3,17,220.0,28,,,1021.8
09-01-2012,1.2,10.3,7.4,8.0,17,230.0,27,,,1022.2
10-01-2012,5.9,11.3,7.2,10.9,16,230.0,25,,,1023.8
11-01-2012,2.3,11.0,8.2,11.3,21,230.0,29,,,1024.2
12-01-2012,1.4,10.8,2.6,6.6,19,240.0,33,,,1025.3
13-01-2012,1.8,8.7,4.6,3.2,6,150.0,10,,,1026.4
14-01-2012,0.0,7.9,4.0,8.5,15,100.0,22,,,1018.0
15-01-2012,0.0,7.5,1.1,7.6,14,100.0,20,,,1012.2
16-01-2012,0.0,7.8,0.9,7.0,11,170.0,21,,,1014.3
17-01-2012,4.7,11.4,7.1,9.5,14,160.0,23,,,1012.6
18-01-2012,3.0,11.5,6.4,7.6,15,230.0,24,,,1014.3
19-01-2012,1.2,8.6,5.0,10.3,20,260.0,35,,,1016.1
20-01-2012,1.1,10.2,6.9,13.3,18,240.0,29,,,1015.5
21-01-2012,0.6,10.1,6.1,13.3,20,240.0,33,,,1012.0
22-01-2012,0.0,10.0,6.4,10.6,20,260.0,31,,,1012.4
23-01-2012,3.6,9.0,5.5,4.3,10,190.0,16,,,1014.1
24-01-2012,11.8,10.9,8.8,11.6,18,230.0,28,,,1008.7
25-01-2012,12.0,10.7,2.2,10.8,18,180.0,28,,,998.4
26-01-2012,5.4,6.6,1.2,7.9,16,260.0,24,,,1000.0
27-01-2012,0.6,7.9,-1.5,6.4,13,290.0,18,,,1016.2
28-01-2012,11.2,6.8,-2.5,4.6,10,190.0,16,,,1025.0
29-01-2012,14.0,9.9,6.1,4.7,8,240.0,13,,,1020.3
30-01-2012,4.7,7.4,5.0,8.5,16,100.0,23,,,1015.2
31-01-2012,0.0,5.2,1.0,8.2,13,90.0,18,,,1019.7
01-02-2012,0.0,4.1,-2.2,5.7,10,120.0,15,,,1028.7
02-02-2012,0.0,4.8,-4.2,5.3,8,110.0,12,,,1030.8
03-02-2012,0.1,6.4,-3.3,6.0,10,190.0,18,,,1029.5
04-02-2012,5.6,9.3,3.1,7.2,16,220.0,25,,,1023.1
05-02-2012,0.6,8.9,2.3,3.8,8,190.0,11,,,1024.6
06-02-2012,1.0,10.2,7.8,3.0,6,230.0,8,,,1028.2
07-02-2012,0.1,9.0,6.1,6.2,12,140.0,19,,,1029.9
08-02-2012,9.6,8.2,6.3,10.5,15,150.0,25,,,1029.2
09-02-2012,1.8,10.4,7.7,6.3,11,180.0,18,,,1029.2
10-02-2012,5.0,11.1,8.2,4.2,9,250.0,14,,,1026.8
11-02-2012,1.7,9.6,1.2,3.5,8,240.0,11,,,1027.6
12-02-2012,0.2,9.4,0.7,3.0,7,240.0,10,,,1031.4
13-02-2012,0.3,9.2,4.1,7.9,16,300.0,24,,,1031.1
14-02-2012,0.0,8.6,4.9,9.8,16,340.0,26,,,1030.7
15-02-2012,0.5,9.7,6.8,8.7,17,310.0,24,,,1030.4
16-02-2012,0.7,9.3,7.6,10.2,15,240.0,22,,,1025.1
17-02-2012,2.5,10.1,7.9,13.9,21,230.0,31,,,1013.9
18-02-2012,4.5,9.0,0.6,11.4,25,300.0,37,,,1008.8
19-02-2012,0.2,9.1,-0.1,5.7,12,230.0,16,,,1020.9
20-02-2012,2.7,9.8,4.1,10.4,16,220.0,24,,,1019.9
21-02-2012,2.6,12.2,8.8,10.3,16,210.0,26,,,1014.2
22-02-2012,14.6,12.6,10.3,15.6,24,230.0,36,,,1009.2
23-02-2012,1.8,12.3,10.3,13.7,19,230.0,32,,,1015.9
